id,familia,acierto,estado,coste_usd,latencia_s,llamadas,cita,cifra,trayectoria,cita_ancla,recall_trayectoria,coste_juez_usd,coste_estimado_usd,avisos_guardrail,error,traceback,detalle_api
of-011,numerica,True,evaluado,0.0073755,20.914124375092797,2,,True,True,,,,0.0073755,0,,,
of-012,numerica,True,evaluado,0.00524325,25.908799582975917,2,,True,True,,,,0.00524325,0,,,
of-013,numerica,True,evaluado,0.0030907499999999997,12.551175624947064,1,,True,True,,,,0.0030907499999999997,0,,,
of-014,comparativa,False,evaluado,0.038427975,57.621485249954276,5,True,False,True,False,1.0,0.005652,0.038427975,1,,,
of-015,comparativa,False,evaluado,0.025275000000000002,47.527870709076524,5,True,False,True,True,1.0,0.006112,0.025275000000000002,0,,,
of-016,comparativa,False,evaluado,0.042105975,132.45719774998724,9,False,True,True,False,0.0,0.011016,0.042105975,0,,,
of-017,comparativa,False,evaluado,0.020277,35.68076483299956,4,True,False,True,True,1.0,0.005424,0.020277,0,,,
of-018,comparativa,False,evaluado,0.017954249999999998,57.42298791592475,6,False,False,False,False,0.0,,0.017954249999999998,0,,,
of-019,comparativa,False,evaluado,0.0208155,43.57594800007064,4,True,False,True,True,1.0,0.008776,0.0208155,0,,,
of-020,comparativa,False,evaluado,0.046138725,60.94462287495844,6,True,False,True,True,1.0,0.005912,0.046138725,0,,,
